AllStar,Year,Player,PER,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,SsnScr,SsnScr_norm,PosGrp,Percentile
False,2018,Lucas Nogueira,17.3,0.7,1.0,1.6,0.188,-0.7,6.2,5.4,0.8,0.2310968957392274,0.38881160388248936,FrontCourt,0.5966666666666667
False,2018,Dirk Nowitzki,16.7,2.6,2.2,4.8,0.121,0.1,0.3,0.3,1.1,0.37213843277132863,0.6261085439910374,FrontCourt,0.17000000000000004
False,2018,Frank Ntilikina,7.0,-2.0,1.1,-0.9,-0.026000000000000002,-3.5,-0.5,-3.9,-0.8,0.2988510198199879,0.5028053015010854,BackCourt,0.37916666666666665
False,2018,Jusuf Nurkic,19.2,0.8,3.9,4.7,0.10800000000000001,-2.6,2.8,0.3,1.2,0.4247577333326555,0.7146384854295864,FrontCourt,0.06000000000000005
False,2018,David Nwaba,12.2,1.1,1.4,2.4,0.071,-2.5,0.9,-1.7,0.1,0.3047523892529781,0.5127341277062335,BackCourt,0.37083333333333335
False,2018,Johnny O'Bryant,11.9,-0.1,0.4,0.3,0.038,-3.2,-2.0,-5.3,-0.3,0.19415707989991823,0.3266617900666753,FrontCourt,0.6966666666666667
False,2018,Royce O'Neale,10.8,0.5,1.8,2.4,0.099,-2.4,1.7,-0.6,0.4,0.2698373180877192,0.4539908686243192,FrontCourt,0.4966666666666667
False,2018,Kyle O'Quinn,20.0,2.7,2.1,4.8,0.166,0.3,4.3,4.5,2.3,0.35605996747752594,0.5990571469618595,FrontCourt,0.22666666666666668
False,2018,Semi Ojeleye,4.6,-0.2,1.3,1.2,0.048,-3.6,0.1,-3.5,-0.4,0.22374896644513678,0.3764489965661439,FrontCourt,0.6133333333333333
False,2018,Emeka Okafor,16.4,0.5,0.5,1.0,0.14,-2.6,1.3,-1.3,0.1,0.20051566667700035,0.337359866799013,FrontCourt,0.6799999999999999
False,2018,Jahlil Okafor,15.3,0.3,0.3,0.6,0.083,-3.7,-0.8,-4.5,-0.2,0.1910223190188404,0.3213876759248077,FrontCourt,0.71
True,2018,Victor Oladipo,23.1,4.3,4.0,8.2,0.155,3.6,1.3,4.9,4.5,0.4918524878652892,0.8275228192432798,BackCourt,0.01666666666666672
False,2018,Kelly Olynyk,17.8,2.8,2.7,5.5,0.14800000000000002,1.6,1.3,2.9,2.2,0.39066078285423544,0.6572716828137001,FrontCourt,0.12
False,2018,Chinanu Onuaku,-3.2,-0.1,0.0,-0.1,-0.147,-11.1,-1.2,-12.3,-0.1,0.09905846888098932,0.16666204901004822,FrontCourt,0.9666666666666667
False,2018,Cedi Osman,11.0,0.5,0.4,0.9,0.064,-1.4,-1.5,-2.9,-0.2,0.22932839374707747,0.38583616756674977,FrontCourt,0.6
False,2018,Kelly Oubre,11.9,1.4,2.3,3.7,0.08,-0.8,-0.4,-1.2,0.4,0.375248508274633,0.6313411259379621,FrontCourt,0.15666666666666662
False,2018,Zaza Pachulia,17.0,1.8,1.4,3.3,0.161,-0.5,1.3,0.8,0.7,0.2891482325596447,0.4864807365831662,FrontCourt,0.43999999999999995
False,2018,Marcus Paige,9.1,0.0,0.0,0.0,-0.006,-2.4,-4.4,-6.9,0.0,0.13191439188667173,0.22194087082206496,BackCourt,0.9041666666666667
False,2018,Georgios Papagiannis,12.2,-0.1,0.1,0.0,0.005,-5.5,1.8,-3.7,-0.1,0.14176846241048494,0.23851996398936717,FrontCourt,0.8866666666666667
False,2018,Jabari Parker,17.1,0.6,0.6,1.2,0.08,-0.2,-1.6,-1.8,0.0,0.23350340835710334,0.39286046844091094,FrontCourt,0.5900000000000001
False,2018,Tony Parker,12.7,0.4,1.1,1.4,0.065,-2.4,-1.7,-4.1,-0.6,0.24710245079013768,0.41574033224323803,BackCourt,0.5125
False,2018,Chandler Parsons,13.6,0.7,0.4,1.1,0.077,0.4,-1.6,-1.2,0.1,0.22444611708047538,0.37762192559146307,FrontCourt,0.61
False,2018,Patrick Patterson,10.0,1.2,1.4,2.6,0.098,-1.6,0.3,-1.3,0.2,0.2750639187753994,0.46278442246990337,FrontCourt,0.4833333333333333
False,2018,Justin Patton,19.8,0.0,0.0,0.0,0.151,-0.7,4.0,3.3,0.0,0.10532979931141595,0.17721332030831233,FrontCourt,0.9633333333333334
False,2018,Brandon Paul,7.4,-0.3,0.8,0.5,0.045,-3.6,0.9,-2.8,-0.1,0.20935496224276076,0.3522316402822571,BackCourt,0.6166666666666667
False,2018,Chris Paul,24.4,7.5,2.7,10.2,0.265,6.2,0.9,7.1,4.2,0.40469056150156363,0.6808762436648307,BackCourt,0.09166666666666667
False,2018,Adreian Payne,18.8,0.1,0.0,0.2,0.203,0.1,-4.1,-4.1,0.0,0.17762207838569793,0.2988422884745901,FrontCourt,0.7533333333333333
False,2018,Cameron Payne,14.0,0.3,0.4,0.8,0.063,-0.2,-0.8,-0.9,0.2,0.2101698293152947,0.35360262266784687,BackCourt,0.6125
False,2018,Elfrid Payton,16.5,1.4,1.4,2.8,0.075,0.1,0.0,0.1,1.0,0.34973207372734466,0.5884107100621521,BackCourt,0.21666666666666667
False,2018,Gary Payton,9.8,0.0,0.2,0.2,0.040999999999999995,-2.7,-0.9,-3.6,-0.1,0.15550362438856521,0.2616288436703359,BackCourt,0.8208333333333333
False,2018,Kendrick Perkins,8.4,0.0,0.0,0.0,0.026000000000000002,-4.9,-0.8,-5.7,0.0,0.12836704829107654,0.2159726021938182,FrontCourt,0.9299999999999999
False,2018,London Perrantes,0.7,-0.1,0.0,-0.1,-0.086,-7.5,-1.3,-8.7,-0.1,0.0928769058398973,0.15626180787820798,BackCourt,0.9833333333333333
False,2018,Alec Peters,10.7,0.2,0.0,0.3,0.055,-0.2,-3.1,-3.3,-0.1,0.1693376070306123,0.28490398530272876,FrontCourt,0.78
False,2018,Marshall Plumlee,10.9,0.1,0.0,0.2,0.14300000000000002,-3.7,-1.9,-5.7,0.0,0.16094783028603743,0.2707885098791424,FrontCourt,0.8133333333333334
False,2018,Mason Plumlee,16.9,1.8,1.8,3.6,0.12,-0.9,2.7,1.8,1.4,0.32800562071260964,0.551856791774695,FrontCourt,0.31666666666666665
False,2018,Miles Plumlee,10.6,0.1,0.7,0.9,0.046,-3.8,1.3,-2.5,-0.1,0.23959987643840833,0.40311754058862753,FrontCourt,0.5733333333333333
False,2018,Jakob Pöltl,17.5,3.1,2.4,5.6,0.175,0.4,2.9,3.3,2.0,0.34566880060186145,0.5815744099211304,FrontCourt,0.2466666666666667
False,2018,Quincy Pondexter,4.0,-0.3,0.1,-0.2,-0.047,-6.1,-0.6,-6.7,-0.2,0.1543146867881396,0.25962850206531785,FrontCourt,0.85
False,2018,Otto Porter,18.3,5.0,3.1,8.1,0.161,2.4,1.2,3.6,3.4,0.4025682666594649,0.6773055645398325,FrontCourt,0.09999999999999998
False,2018,Bobby Portis,19.7,2.0,1.5,3.5,0.10099999999999999,1.0,-0.6,0.3,1.0,0.37133581032061597,0.6247581627088681,FrontCourt,0.18000000000000005
False,2018,Kristaps Porzi??is,20.4,1.4,1.8,3.2,0.099,-0.5,-0.2,-0.7,0.5,0.36186269901038537,0.6088200187086806,FrontCourt,0.21333333333333337
False,2018,Dwight Powell,18.8,4.6,2.1,6.6,0.191,1.1,1.6,2.7,2.0,0.3479894451500392,0.5854788047678544,FrontCourt,0.2366666666666667
False,2018,Norman Powell,8.5,-0.6,1.2,0.6,0.027000000000000003,-2.5,-0.4,-2.8,-0.2,0.26519163971781984,0.4461746941476139,BackCourt,0.4666666666666667
False,2018,Alex Poythress,7.8,0.1,0.1,0.1,0.066,-2.3,-1.7,-4.0,-0.1,0.13634294372001252,0.22939173828478046,FrontCourt,0.9066666666666666
False,2018,Jacob Pullen,-2.3,0.0,0.0,0.0,-0.21,-10.5,-4.7,-15.2,0.0,0.12240820612937028,0.2059470803417636,BackCourt,0.9333333333333333
False,2018,Rodney Purvis,4.5,-0.4,0.1,-0.3,-0.055999999999999994,-5.0,-2.9,-7.9,-0.4,0.15026228891545876,0.252810499117217,BackCourt,0.8625
False,2018,Zhou Qi,1.9,-0.5,0.2,-0.3,-0.10400000000000001,-10.3,3.1,-7.2,-0.2,0.1520459084414921,0.2558113700999916,FrontCourt,0.8533333333333333
False,2018,Tim Quarterman,2.9,0.0,0.0,0.0,-0.083,-8.9,-1.9,-10.8,0.0,0.16264672453605644,0.2736468338564666,BackCourt,0.7875
False,2018,Ivan Rabb,16.6,0.7,0.5,1.2,0.109,-1.7,0.3,-1.5,0.1,0.21659217449186458,0.36440797044545975,FrontCourt,0.6433333333333333
False,2018,Julius Randle,19.9,4.0,2.6,6.6,0.145,0.4,0.6,0.9,1.6,0.4424886980183383,0.7444701488786852,FrontCourt,0.050000000000000044
False,2018,Zach Randolph,17.3,0.3,1.2,1.5,0.048,-0.6,-1.2,-1.8,0.1,0.3433951336392444,0.5777490530481963,FrontCourt,0.26
False,2018,Xavier Rathan-Mayes,0.9,-0.5,0.1,-0.4,-0.171,-8.7,-2.0,-10.7,-0.3,0.12745347457028397,0.2144355496838309,BackCourt,0.9166666666666666
False,2018,J.J. Redick,15.9,4.8,1.8,6.6,0.15,2.6,-2.6,0.0,1.1,0.370294385440554,0.6230060055600463,BackCourt,0.13749999999999996
False,2018,Davon Reed,4.8,-0.5,0.2,-0.3,-0.06,-5.8,-1.0,-6.7,-0.3,0.14700572653401064,0.24733145865402092,BackCourt,0.8791666666666667
False,2018,Willie Reed,19.2,1.0,0.5,1.5,0.172,-0.8,-0.1,-0.9,0.1,0.22521733439721983,0.37891946894835754,FrontCourt,0.6033333333333333
False,2018,Josh Richardson,13.6,1.8,3.5,5.4,0.096,-0.1,1.5,1.4,2.3,0.4026697122374757,0.6774762428077815,FrontCourt,0.09666666666666668
False,2018,Malachi Richardson,5.9,-0.2,0.1,-0.1,-0.015,-4.3,-2.1,-6.4,-0.4,0.15461428678835665,0.26013256749741714,BackCourt,0.8333333333333334
False,2018,Austin Rivers,12.6,1.4,1.0,2.4,0.055999999999999994,0.8,-1.7,-0.9,0.6,0.33558121926309753,0.5646024438240795,BackCourt,0.2666666666666667
False,2018,Andre Roberson,10.9,0.8,1.3,2.2,0.1,-1.3,2.8,1.5,0.9,0.2187508371434494,0.368039837005671,BackCourt,0.5875
False,2018,Devin Robinson,10.5,0.0,0.0,0.0,0.098,-5.7,-2.6,-8.2,0.0,0.09787073293792647,0.16466372914714425,FrontCourt,0.97
False,2018,Glenn Robinson,10.8,0.4,0.3,0.6,0.08800000000000001,-0.9,-0.9,-1.8,0.0,0.16265565562233703,0.2736618600642833,FrontCourt,0.81
False,2018,Rajon Rondo,15.3,1.9,1.7,3.6,0.10099999999999999,-0.4,-0.7,-1.1,0.4,0.3292142396780898,0.5538902465164732,BackCourt,0.2791666666666667
False,2018,Derrick Rose,11.5,-0.2,0.1,-0.2,-0.018000000000000002,-3.8,-3.9,-7.8,-0.6,0.1836368294036908,0.3089618748185735,BackCourt,0.7125
False,2018,Terrence Ross,9.9,-0.2,0.5,0.3,0.025,-2.2,0.1,-2.1,0.0,0.19680974534939671,0.331124797259724,BackCourt,0.6625
False,2018,Terry Rozier,15.1,2.2,3.4,5.6,0.13,0.8,1.0,1.8,2.0,0.3659882660448218,0.6157611259462007,BackCourt,0.15000000000000002
False,2018,Ricky Rubio,15.4,1.5,3.8,5.3,0.11199999999999999,0.1,1.6,1.7,2.1,0.41088509181664284,0.6912983017344572,BackCourt,0.07916666666666672
False,2018,D'Angelo Russell,15.2,-0.5,0.9,0.4,0.013999999999999999,0.8,-1.2,-0.4,0.5,0.31737670452480615,0.5339740506963564,BackCourt,0.3208333333333333
False,2018,Domantas Sabonis,17.5,2.5,2.2,4.7,0.126,-0.8,0.5,-0.3,0.8,0.3728190321917792,0.627253626236389,FrontCourt,0.16666666666666663
False,2018,JaKarr Sampson,13.9,0.4,0.4,0.8,0.114,-2.6,1.9,-0.7,0.1,0.18692393008021316,0.31449229478407603,FrontCourt,0.7366666666666667
False,2018,Dario Saric,15.8,3.8,2.8,6.6,0.13699999999999998,1.6,-0.2,1.4,2.0,0.4078732697401353,0.6862310273843206,FrontCourt,0.08666666666666667
False,2018,Tomáš Satoranský,15.4,3.7,1.3,5.0,0.145,1.3,-0.2,1.1,1.3,0.3152331723819402,0.5303676406328399,BackCourt,0.32499999999999996
False,2018,Dennis Schröder,17.3,1.5,1.0,2.6,0.059000000000000004,1.5,-2.2,-0.7,0.7,0.3988816067798191,0.6711029016430025,BackCourt,0.09583333333333333
False,2018,Mike Scott,13.6,1.4,1.0,2.5,0.085,-0.5,-1.8,-2.3,-0.1,0.30850660431989446,0.5190504495971804,FrontCourt,0.38
False,2018,Thabo Sefolosha,15.8,1.0,1.6,2.6,0.156,-0.3,2.3,1.9,0.8,0.24265760926560698,0.40826205800407905,FrontCourt,0.56
False,2018,Wayne Selden,11.8,0.1,0.2,0.3,0.023,-0.7,-3.3,-4.0,-0.4,0.22074596924731538,0.3713965697336472,BackCourt,0.5833333333333333
False,2018,Ramon Sessions,11.2,0.1,0.3,0.3,0.039,-3.0,-2.2,-5.2,-0.3,0.18597309602353485,0.3128925531976708,BackCourt,0.7
False,2018,Iman Shumpert,6.4,-0.2,0.2,0.0,-0.006,-3.9,-0.1,-4.0,-0.1,0.16013741987537766,0.26942502565507365,BackCourt,0.8
False,2018,Pascal Siakam,14.5,2.1,2.5,4.7,0.133,0.0,2.2,2.1,1.7,0.32427195810952186,0.5455750486105605,FrontCourt,0.32666666666666666
False,2018,Xavier Silas,-4.9,-0.1,0.0,0.0,-0.25,-12.6,-0.8,-13.4,0.0,0.09400584387745244,0.1581612025354217,BackCourt,0.9791666666666666
False,2018,Ben Simmons,20.0,4.2,5.0,9.2,0.162,1.0,3.6,4.6,4.6,0.4689333521885152,0.788962258429246,BackCourt,0.033333333333333326
False,2018,Jonathon Simmons,12.7,0.8,1.1,1.9,0.045,-1.0,-1.3,-2.3,-0.2,0.35235551342588584,0.5928245460577242,BackCourt,0.19166666666666665
False,2018,Kobi Simmons,7.7,-0.4,0.2,-0.2,-0.013000000000000001,-3.9,-2.1,-6.0,-0.6,0.19451749060122786,0.32726816715531754,BackCourt,0.6791666666666667
False,2018,Kyle Singler,5.9,-0.1,0.0,0.0,-0.031,-7.6,-4.2,-11.8,-0.1,0.13062497210472998,0.2197714718265012,FrontCourt,0.9233333333333333
False,2018,Marcus Smart,10.8,-0.6,2.5,1.9,0.055999999999999994,-1.6,1.1,-0.5,0.6,0.30533234923431374,0.5137098879812015,BackCourt,0.3666666666666667
False,2018,Dennis Smith,12.8,-2.4,1.7,-0.7,-0.017,-1.5,-0.7,-2.2,-0.1,0.37849196046020045,0.6367981090028045,BackCourt,0.125
False,2018,Ish Smith,15.4,2.4,2.0,4.4,0.102,-0.6,-0.6,-1.2,0.4,0.3504338392243847,0.5895914034140931,BackCourt,0.20833333333333337
False,2018,J.R. Smith,8.4,0.6,0.9,1.4,0.031,-0.6,-1.0,-1.7,0.2,0.3280746047571432,0.5519728547659853,BackCourt,0.2875
False,2018,Jason Smith,8.8,-0.2,0.3,0.0,0.003,-4.8,-1.1,-6.0,-0.3,0.1887100184743738,0.317497319542146,FrontCourt,0.7233333333333334
False,2018,Josh Smith,3.5,0.0,0.0,0.0,-0.013000000000000001,-6.0,-7.4,-13.4,0.0,0.09493988109481478,0.15973268408824357,FrontCourt,0.9733333333333334
False,2018,Tony Snell,8.5,1.6,0.7,2.4,0.055999999999999994,-0.5,-1.3,-1.8,0.1,0.28745485142703037,0.4836316882130008,BackCourt,0.4083333333333333
False,2018,Marreese Speights,13.7,0.1,0.5,0.6,0.045,0.2,-2.9,-2.8,-0.1,0.26205963907825236,0.440905224005508,FrontCourt,0.51
False,2018,Nik Stauskas,9.0,0.1,0.3,0.3,0.031,-2.1,-1.8,-4.0,-0.3,0.196258105460196,0.3301966844462671,BackCourt,0.6708333333333334
False,2018,Lance Stephenson,12.4,-0.2,2.0,1.8,0.046,-2.0,-0.1,-2.0,0.0,0.3550528828780775,0.5973627660092103,BackCourt,0.18333333333333335
False,2018,David Stockton,33.9,0.1,0.0,0.1,0.45899999999999996,14.8,-8.1,6.7,0.0,0.18353057637110878,0.3087831081939356,BackCourt,0.7166666666666667
False,2018,Julyan Stone,7.6,0.2,0.2,0.3,0.087,-2.1,0.3,-1.8,0.0,0.18059836898708703,0.3038497824897944,BackCourt,0.7333333333333334
False,2018,Edmond Sumner,39.8,0.0,0.0,0.0,0.425,4.6,-9.9,-5.3,0.0,0.15617856681428183,0.26276440824047764,BackCourt,0.8166666666666667
False,2018,Caleb Swanigan,7.5,-0.3,0.3,0.0,-0.003,-6.0,0.6,-5.4,-0.2,0.16580391509908876,0.27895868507215943,FrontCourt,0.79
False,2018,Jayson Tatum,15.3,3.0,4.0,7.1,0.139,-0.5,1.5,1.0,1.8,0.38867065356273445,0.6539233671243575,FrontCourt,0.1266666666666667
False,2018,Isaiah Taylor,10.9,0.2,0.5,0.6,0.027000000000000003,-2.9,-2.5,-5.4,-1.0,0.2657467298875064,0.44710861192476475,BackCourt,0.4625
False,2018,Jeff Teague,16.4,3.4,1.4,4.9,0.10099999999999999,1.5,-1.3,0.2,1.3,0.3877926091124344,0.6524460912401046,BackCourt,0.11250000000000004
False,2018,Marquis Teague,5.7,-0.1,0.0,-0.1,-0.038,-5.8,-1.6,-7.3,-0.1,0.11029421553484782,0.18556575891636218,BackCourt,0.9583333333333334
False,2018,Mirza Teletovi?,13.5,0.2,0.1,0.3,0.09,1.6,-3.3,-1.6,0.0,0.1558370988356395,0.2621899015512998,FrontCourt,0.8366666666666667
False,2018,Garrett Temple,10.2,0.3,0.9,1.2,0.035,-1.3,-0.6,-1.8,0.1,0.2964200567653307,0.49871530002686865,BackCourt,0.3833333333333333
False,2018,Miloš Teodosi?,11.6,0.9,0.5,1.4,0.057999999999999996,0.8,-2.2,-1.4,0.2,0.275503916099948,0.4635247009791171,BackCourt,0.44166666666666665
False,2018,Jason Terry,8.1,0.1,0.6,0.7,0.042,-1.6,-0.5,-2.1,0.0,0.22917121006349167,0.38557171208835117,BackCourt,0.5583333333333333
False,2018,Daniel Theis,16.1,1.6,1.9,3.5,0.17800000000000002,-0.8,3.4,2.6,1.1,0.29094056916540706,0.4894962737159978,FrontCourt,0.42666666666666664
False,2018,Isaiah Thomas,12.6,-0.1,0.3,0.2,0.009000000000000001,-0.9,-4.3,-5.2,-0.7,0.25130121439741726,0.4228045898882735,BackCourt,0.49583333333333335
False,2018,Lance Thomas,6.3,0.3,0.6,0.9,0.031,-2.1,-0.5,-2.6,-0.2,0.25531827094419,0.42956313242014643,FrontCourt,0.5266666666666666
True,2018,Klay Thompson,16.0,3.1,1.8,4.9,0.094,1.8,-2.4,-0.6,0.9,0.4056568839668147,0.6825020439006154,BackCourt,0.08750000000000002
False,2018,Tristan Thompson,13.6,1.8,0.7,2.5,0.113,-1.6,-0.9,-2.5,-0.1,0.24825254861753107,0.417675327429825,FrontCourt,0.5433333333333333
False,2018,Sindarius Thornwell,8.2,0.1,0.9,1.0,0.040999999999999995,-2.6,1.0,-1.6,0.1,0.25164580558020244,0.4233843512478275,BackCourt,0.4916666666666667
False,2018,Anthony Tolliver,13.9,3.8,1.5,5.3,0.146,2.3,-0.8,1.5,1.5,0.3362197912291515,0.5656768165001885,FrontCourt,0.29000000000000004
True,2018,Karl-Anthony Towns,24.9,10.6,3.4,14.0,0.23,4.4,1.1,5.5,5.5,0.5325993684158771,0.8960778724360304,FrontCourt,0.013333333333333308
False,2018,P.J. Tucker,8.3,1.0,3.0,3.9,0.08199999999999999,-1.5,1.5,0.0,1.2,0.34138201691447295,0.5743620618899755,FrontCourt,0.27
False,2018,Evan Turner,9.9,0.5,2.1,2.6,0.061,-2.4,0.6,-1.8,0.1,0.3181121711075005,0.5352114448236321,FrontCourt,0.33999999999999997
False,2018,Myles Turner,16.6,2.2,2.5,4.7,0.122,-1.1,1.8,0.7,1.3,0.35939802774856944,0.6046733044774731,FrontCourt,0.21999999999999997
False,2018,Ekpe Udoh,15.2,1.3,1.8,3.2,0.187,-1.1,6.8,5.7,1.6,0.24531331481840454,0.41273018005357653,FrontCourt,0.55
False,2018,Tyler Ulis,10.1,-0.7,0.5,-0.2,-0.006,-2.8,-2.4,-5.2,-1.3,0.2997911044690563,0.504386957624247,BackCourt,0.375
False,2018,Jonas Valan?i?nas,22.5,4.6,3.0,7.6,0.21,0.7,0.8,1.5,1.5,0.39953666137976335,0.6722050057141983,FrontCourt,0.10999999999999999
False,2018,Denzel Valentine,12.1,1.0,1.5,2.5,0.057,-0.4,-0.1,-0.5,0.8,0.3554881151109744,0.5980950274357115,BackCourt,0.1791666666666667
False,2018,Fred VanVleet,15.9,2.7,2.0,4.7,0.149,1.9,0.1,1.9,1.5,0.3240844065060486,0.5452595002795285,BackCourt,0.30000000000000004
False,2018,Rashad Vaughn,9.3,0.1,0.1,0.2,0.05,-1.9,-2.8,-4.7,-0.1,0.16374048772067953,0.2754870481818066,BackCourt,0.7833333333333333
False,2018,Noah Vonleh,12.8,0.5,1.2,1.6,0.09,-3.4,0.3,-3.1,-0.2,0.24063082996170035,0.4048520800840078,FrontCourt,0.5700000000000001
False,2018,Nikola Vucevic,19.7,1.3,2.3,3.6,0.102,0.6,2.1,2.7,2.0,0.3756851270774608,0.6320757202148333,FrontCourt,0.15333333333333332
False,2018,Dwyane Wade,15.0,-0.4,1.6,1.1,0.036000000000000004,-2.4,0.3,-2.1,0.0,0.3436680610646358,0.5782082429030428,BackCourt,0.23750000000000004
False,2018,Dion Waiters,10.5,-0.7,0.8,0.1,0.004,-2.1,-2.0,-4.0,-0.5,0.23278116158285023,0.3916453161308895,BackCourt,0.5458333333333334
True,2018,Kemba Walker,20.6,6.5,2.0,8.6,0.15,5.1,-1.9,3.2,3.6,0.46801899574610684,0.787423889020363,BackCourt,0.04166666666666663
False,2018,John Wall,19.1,1.2,1.5,2.7,0.092,1.6,0.0,1.5,1.2,0.33394580222102127,0.5618509177981136,BackCourt,0.27083333333333337
False,2018,Tyrone Wallace,10.1,0.2,0.5,0.7,0.042,-2.1,0.2,-2.0,0.0,0.20820471448917863,0.3502963928506466,BackCourt,0.6208333333333333
False,2018,Taurean Waller-Prince,12.8,0.0,2.0,2.0,0.038,-0.7,0.0,-0.7,0.8,0.4134039476341548,0.6955361793884292,FrontCourt,0.07333333333333336
False,2018,Derrick Walton,11.2,0.2,0.2,0.4,0.128,-1.5,1.0,-0.5,0.1,0.15249304858767995,0.25656366613081205,BackCourt,0.8541666666666666
False,2018,Jameel Warney,22.5,0.1,0.0,0.1,0.157,-3.1,-9.1,-12.2,-0.1,0.1413741945015178,0.23785662345614822,FrontCourt,0.89
False,2018,T.J. Warren,17.6,2.6,0.8,3.4,0.077,-0.1,-1.7,-1.9,0.1,0.3655113534420571,0.6149587389067747,FrontCourt,0.19999999999999996
False,2018,Travis Wear,6.9,0.0,0.2,0.2,0.042,-3.7,-1.3,-5.1,-0.2,0.16487158972123328,0.2773900836232097,FrontCourt,0.7966666666666666
False,2018,James Webb,2.2,-0.1,0.0,-0.1,-0.040999999999999995,-5.1,-1.5,-6.6,-0.1,0.11852562175722244,0.19941478205140778,FrontCourt,0.95
False,2018,Briante Weber,10.1,0.0,0.4,0.4,0.07200000000000001,-3.2,2.9,-0.4,0.1,0.1742978392843947,0.2932493845433964,BackCourt,0.7583333333333333
False,2018,David West,20.9,1.8,1.7,3.5,0.168,-0.2,3.2,3.0,1.3,0.3258307483564095,0.5481976530123637,FrontCourt,0.31999999999999995
True,2018,Russell Westbrook,24.7,5.5,4.5,10.1,0.166,5.1,3.1,8.2,7.5,0.5906970678831615,0.9938250084998894,BackCourt,0.004166666666666652
False,2018,Andrew White,5.8,-0.2,0.1,-0.1,-0.034,-4.2,-2.9,-7.1,-0.3,0.13781013373259934,0.2318602288292747,FrontCourt,0.9033333333333333
False,2018,Derrick White,15.9,0.3,0.2,0.5,0.17,0.0,0.5,0.5,0.1,0.17167851615896682,0.28884247452313666,BackCourt,0.7625
False,2018,Okaro White,8.9,0.1,0.1,0.2,0.096,-1.5,-1.3,-2.9,0.0,0.14489227922845813,0.2437756651676374,FrontCourt,0.8733333333333333
False,2018,Isaiah Whitehead,11.5,-0.3,0.2,-0.1,-0.035,-4.3,-1.3,-5.6,-0.2,0.17496393508916083,0.29437006501537794,BackCourt,0.7541666666666667
False,2018,Hassan Whiteside,24.1,2.3,3.0,5.3,0.187,-2.1,2.3,0.2,0.8,0.3784047659190873,0.6366514075541695,FrontCourt,0.1466666666666666
False,2018,Andrew Wiggins,13.0,0.5,1.6,2.1,0.034,-1.1,-1.4,-2.5,-0.4,0.41988092481399386,0.7064334434020714,FrontCourt,0.06666666666666665
False,2018,Jacob Wiley,8.2,0.0,0.0,0.1,0.094,-3.9,0.9,-3.0,0.0,0.11769778377968183,0.1980219766189817,FrontCourt,0.9533333333333334
False,2018,Damien Wilkins,4.9,-0.1,0.1,-0.1,-0.019,-4.4,-2.1,-6.5,-0.2,0.14693923645701573,0.24721959166681642,FrontCourt,0.86
False,2018,Alan Williams,9.3,-0.1,0.1,0.0,-0.004,-6.5,2.8,-3.7,0.0,0.14608403723003535,0.2457807519886906,FrontCourt,0.87
False,2018,C.J. Williams,9.5,0.3,0.5,0.7,0.051,-1.3,-0.1,-1.4,0.1,0.20260478602522364,0.3408747294365501,BackCourt,0.6416666666666666
False,2018,Derrick Williams,-3.2,0.0,0.0,0.0,-0.191,-11.5,-6.6,-18.1,0.0,0.08121684728592768,0.136644209583645,FrontCourt,0.9766666666666667
False,2018,Lou Williams,20.2,5.5,1.2,6.7,0.125,3.8,-2.9,1.0,2.0,0.4686997555075165,0.7885692410331872,BackCourt,0.03749999999999998
False,2018,Marvin Williams,13.9,3.1,1.9,5.0,0.11900000000000001,1.1,0.5,1.7,1.9,0.34636678071034926,0.5827487345029951,FrontCourt,0.24
False,2018,Matt Williams,-0.7,-0.1,0.0,0.0,-0.19699999999999998,-8.5,-8.6,-17.1,0.0,0.12934426363248386,0.21761672927313602,BackCourt,0.9083333333333333
False,2018,Troy Williams,15.1,0.2,0.4,0.5,0.085,-0.1,0.1,0.0,0.2,0.18772943087388613,0.3158475187671364,FrontCourt,0.7333333333333334
False,2018,D.J. Wilson,10.3,0.0,0.1,0.1,0.054000000000000006,-2.9,-1.2,-4.1,0.0,0.15768405607324895,0.2652973357881821,FrontCourt,0.8200000000000001
False,2018,Jamil Wilson,11.4,0.4,0.2,0.5,0.096,1.1,-1.1,0.0,0.1,0.17525644492555953,0.2948622015206208,FrontCourt,0.7666666666666666
False,2018,Justise Winslow,11.5,0.2,2.4,2.6,0.075,-2.7,1.7,-1.0,0.4,0.3029807389485482,0.5097533944766466,FrontCourt,0.3966666666666666
False,2018,Jeff Withey,8.3,-0.1,0.1,0.0,-0.054000000000000006,-9.1,-3.7,-12.8,-0.1,0.1552066227785506,0.26112914992942227,FrontCourt,0.84
False,2018,Nate Wolters,-2.9,-0.1,0.0,-0.1,-0.13699999999999998,-10.3,-2.1,-12.4,0.0,0.06144798464474288,0.10338386151248323,BackCourt,0.9958333333333333
False,2018,Brandan Wright,19.0,0.8,0.5,1.3,0.163,-1.3,2.2,0.9,0.3,0.1970659927802137,0.33155592366775305,FrontCourt,0.69
False,2018,Delon Wright,16.5,2.5,2.1,4.5,0.152,1.2,1.6,2.8,1.7,0.30854476840489253,0.5191146591965838,BackCourt,0.3583333333333333
False,2018,Guerschon Yabusele,12.3,0.3,0.3,0.6,0.122,-1.0,0.2,-0.7,0.1,0.18987005948049404,0.3194490437430112,FrontCourt,0.7166666666666667
