Year,Team,Starter,Player,Tm,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
1951,EAST,,Ed Macauley,BOS,,7,12,,,6,7,,,6,1,,,,3,20,0.583,,0.857
1951,EAST,,Joe Fulks,PHW,,6,15,,,7,9,,,7,3,,,,5,19,0.4,,0.778
1951,EAST,,Paul Arizin,PHW,,7,12,,,1,2,,,7,0,,,,2,15,0.583,,0.5
1951,EAST,,Dolph Schayes,SYR,,7,10,,,1,2,,,14,3,,,,1,15,0.7,,0.5
1951,EAST,,Vince Boryla,NYK,,4,6,,,1,1,,,2,2,,,,3,9,0.667,,1
1951,EAST,,Bob Cousy,BOS,,2,12,,,4,5,,,9,8,,,,3,8,0.167,,0.8
1951,EAST,,Red Rocha,BLB,,2,10,,,4,4,,,2,3,,,,2,8,0.2,,1
1951,EAST,,Dick McGuire,NYK,,3,4,,,0,0,,,5,10,,,,2,6,0.75,,
1951,EAST,,Andy Phillip,PHW,,3,8,,,0,0,,,10,8,,,,1,6,0.375,,
1951,EAST,,Harry Gallatin,NYK,,2,4,,,1,1,,,5,2,,,,4,5,0.5,,1
1951,WEST,,Alex Groza,INO,,8,16,,,1,1,,,13,1,,,,4,17,0.5,,1
1951,WEST,,Frankie Brian,TRI,,5,14,,,4,5,,,6,3,,,,2,14,0.357,,0.8
1951,WEST,,Bob Davies,ROC,,4,6,,,5,5,,,5,5,,,,3,13,0.667,,1
1951,WEST,,George Mikan,MNL,,4,17,,,4,6,,,11,3,,,,2,12,0.235,,0.667
1951,WEST,,Vern Mikkelsen,MNL,,4,11,,,3,4,,,9,1,,,,3,11,0.364,,0.75
1951,WEST,,Fred Schaus,FTW,,2,9,,,4,4,,,4,2,,,,3,8,0.222,,1
1951,WEST,,Dike Eddleman,TRI,,2,9,,,3,5,,,0,3,,,,3,7,0.222,,0.6
1951,WEST,,Ralph Beard,INO,,3,8,,,0,3,,,3,2,,,,1,6,0.375,,0
1951,WEST,,Jim Pollard,MNL,,2,11,,,0,0,,,4,5,,,,1,4,0.182,,
1951,WEST,,Larry Foust,FTW,,1,6,,,0,0,,,5,2,,,,3,2,0.167,,
1952,EAST,1,Bob Cousy,BOS,33:00:00,4,14,,,1,2,,,4,13,,,,3,9,0.286,,0.5
1952,EAST,1,Paul Arizin,PHW,32:00:00,9,13,,,8,8,,,6,0,,,,1,26,0.692,,1
1952,EAST,1,Andy Phillip,PHW,30:00:00,4,6,,,3,3,,,3,6,,,,1,11,0.667,,1
1952,EAST,1,Ed Macauley,BOS,28:00:00,3,7,,,9,9,,,7,3,,,,2,15,0.429,,1
1952,EAST,1,Harry Gallatin,NYK,22:00,3,5,,,1,4,,,9,3,,,,3,7,0.6,,0.25
1952,EAST,0,Red Rocha,SYR,28:00:00,5,11,,,2,2,,,5,2,,,,4,12,0.455,,1
1952,EAST,0,Max Zaslofsky,NYK,25:00:00,3,7,,,5,5,,,4,2,,,,0,11,0.429,,1
1952,EAST,0,Dick McGuire,NYK,18:00,0,0,,,1,3,,,1,4,,,,0,1,,,0.333
1952,EAST,0,Fred Scolari,BLB,15:00,5,9,,,0,0,,,0,2,,,,0,10,0.556,,
1952,EAST,0,Joe Fulks,PHW,9:00,3,7,,,0,1,,,5,2,,,,2,6,0.429,,0
1952,WEST,1,George Mikan,MNL,29:00:00,9,19,,,8,9,,,15,1,,,,5,26,0.474,,0.889
1952,WEST,1,Jim Pollard,MNL,29:00:00,2,17,,,0,0,,,11,5,,,,3,4,0.118,,
1952,WEST,1,Vern Mikkelsen,MNL,23:00,5,8,,,2,2,,,10,0,,,,2,12,0.625,,1
1952,WEST,1,Bobby Wanzer,ROC,22:00,1,8,,,2,2,,,5,5,,,,2,4,0.125,,1
1952,WEST,1,Paul Walther,INO,17:00,1,4,,,0,0,,,2,2,,,,1,2,0.25,,
1952,WEST,0,Bob Davies,ROC,27:00:00,4,11,,,0,0,,,0,5,,,,4,8,0.364,,
1952,WEST,0,Dike Eddleman,MLH,26:00:00,1,3,,,0,0,,,2,2,,,,2,2,0.333,,
1952,WEST,0,Frankie Brian,FTW,25:00:00,4,10,,,5,6,,,7,4,,,,2,13,0.4,,0.833
1952,WEST,0,Leo Barnhorst,INO,23:00,7,16,,,0,1,,,2,2,,,,4,14,0.438,,0
1952,WEST,0,Arnie Risen,ROC,19:00,3,7,,,0,1,,,5,1,,,,3,6,0.429,,0
1953,WEST,1,George Mikan,MNL,40:00:00,9,26,,,4,4,,,16,2,,,,2,22,0.346,,1
1953,WEST,1,Andy Phillip,FTW,36:00:00,4,9,,,1,1,,,6,8,,,,2,9,0.444,,1
1953,WEST,1,Mel Hutchins,MLH,30:00:00,1,8,,,0,1,,,6,5,,,,2,2,0.125,,0
1953,WEST,1,Bobby Wanzer,ROC,22:00,4,7,,,1,1,,,2,2,,,,1,9,0.571,,1
1953,WEST,1,Vern Mikkelsen,MNL,19:00,3,13,,,0,0,,,6,3,,,,3,6,0.231,,
1953,WEST,0,Slater Martin,MNL,26:00:00,2,10,,,1,1,,,2,1,,,,2,5,0.2,,1
1953,WEST,0,Arnie Risen,ROC,19:00,2,7,,,1,3,,,9,2,,,,3,5,0.286,,0.333
1953,WEST,0,Larry Foust,FTW,18:00,5,7,,,0,0,,,6,0,,,,4,10,0.714,,
1953,WEST,0,Bob Davies,ROC,17:00,3,7,,,3,6,,,3,2,,,,2,9,0.429,,0.5
1953,WEST,0,Leo Barnhorst,INO,13:00,1,2,,,0,1,,,3,1,,,,2,2,0.5,,0
1953,EAST,1,Bob Cousy,BOS,36:00:00,4,11,,,7,7,,,5,3,,,,1,15,0.364,,1
1953,EAST,1,Ed Macauley,BOS,35:00:00,5,12,,,8,8,,,7,3,,,,2,18,0.417,,1
1953,EAST,1,Bill Sharman,BOS,26:00:00,5,8,,,1,1,,,4,0,,,,2,11,0.625,,1
1953,EAST,1,Dolph Schayes,SYR,26:00:00,2,7,,,4,4,,,13,3,,,,3,8,0.286,,1
1953,EAST,1,Harry Gallatin,NYK,19:00,1,4,,,1,2,,,3,2,,,,1,3,0.25,,0.5
1953,EAST,0,Neil Johnston,PHW,27:00:00,5,13,,,1,2,,,12,0,,,,2,11,0.385,,0.5
1953,EAST,0,Bill Gabor,SYR,25:00:00,0,3,,,0,1,,,5,2,,,,1,0,0,,0
1953,EAST,0,Carl Braun,NYK,21:00,1,4,,,1,1,,,3,2,,,,2,3,0.25,,1
1953,EAST,0,Paul Seymour,SYR,14:00,2,3,,,1,2,,,3,2,,,,1,5,0.667,,0.5
1953,EAST,0,Don Barksdale,BLB,11:00,0,1,,,1,3,,,3,2,,,,0,1,0,,0.333
1954,EAST,1,Bob Cousy,BOS,34:00:00,6,15,,,8,8,,,11,4,,,,1,20,0.4,,1
1954,EAST,1,Ray Felix,BLB,32:00:00,4,8,,,5,5,,,11,1,,,,4,13,0.5,,1
1954,EAST,1,Ed Macauley,BOS,25:00:00,4,11,,,5,6,,,1,3,,,,2,13,0.364,,0.833
1954,EAST,1,Dolph Schayes,SYR,24:00:00,1,3,,,4,6,,,12,1,,,,1,6,0.333,,0.667
1954,EAST,1,Dick McGuire,NYK,24:00:00,2,5,,,0,0,,,4,2,,,,1,4,0.4,,
1954,EAST,0,Bill Sharman,BOS,30:00:00,6,9,,,2,4,,,2,3,,,,3,14,0.667,,0.5
1954,EAST,0,Carl Braun,NYK,29:00:00,4,8,,,1,1,,,4,2,,,,3,9,0.5,,1
1954,EAST,0,Harry Gallatin,NYK,28:00:00,0,2,,,5,6,,,18,3,,,,0,5,0,,0.833
1954,EAST,0,Neil Johnston,PHW,20:00,2,9,,,2,4,,,7,2,,,,1,6,0.222,,0.5
1954,EAST,0,Paul Seymour,SYR,19:00,2,6,,,4,4,,,1,3,,,,2,8,0.333,,1
1954,WEST,1,Jim Pollard,MNL,41:00:00,10,22,,,3,5,,,3,3,,,,3,23,0.455,,0.6
1954,WEST,1,Bobby Wanzer,ROC,36:00:00,5,13,,,2,3,,,2,6,,,,6,12,0.385,,0.667
1954,WEST,1,George Mikan,MNL,31:00:00,6,18,,,6,8,,,9,1,,,,5,18,0.333,,0.75
1954,WEST,1,Mel Hutchins,FTW,31:00:00,1,8,,,1,2,,,4,2,,,,5,3,0.125,,0.5
1954,WEST,1,Slater Martin,MNL,23:00,1,5,,,0,0,,,0,3,,,,3,2,0.2,,
1954,WEST,0,Bob Davies,ROC,31:00:00,8,16,,,2,3,,,5,5,,,,4,18,0.5,,0.667
1954,WEST,0,Larry Foust,FTW,27:00:00,1,9,,,1,1,,,15,0,,,,1,3,0.111,,1
1954,WEST,0,Arnie Risen,ROC,20:00,4,10,,,0,1,,,7,0,,,,5,8,0.4,,0
1954,WEST,0,Andy Phillip,FTW,19:00,1,4,,,0,1,,,3,3,,,,1,2,0.25,,0
1954,WEST,0,Don Sunderlage,MLH,6:00,1,2,,,2,2,,,0,1,,,,1,4,0.5,,1
1955,EAST,1,Harry Gallatin,NYK,36:00:00,4,7,,,5,5,,,14,3,,,,2,13,0.571,,1
1955,EAST,1,Bob Cousy,BOS,35:00:00,7,14,,,6,7,,,9,5,,,,1,20,0.5,,0.857
1955,EAST,1,Dolph Schayes,SYR,29:00:00,6,12,,,3,3,,,13,1,,,,4,15,0.5,,1
1955,EAST,1,Ed Macauley,BOS,27:00:00,1,5,,,4,5,,,4,2,,,,1,6,0.2,,0.8
1955,EAST,1,Paul Seymour,SYR,16:00,3,8,,,2,2,,,3,1,,,,1,8,0.375,,1
1955,EAST,0,Dick McGuire,NYK,25:00:00,1,2,,,1,2,,,3,6,,,,1,3,0.5,,0.5
1955,EAST,0,Paul Arizin,PHW,23:00,4,9,,,1,2,,,2,2,,,,5,9,0.444,,0.5
1955,EAST,0,Bill Sharman,BOS,18:00,5,10,,,5,5,,,4,2,,,,4,15,0.5,,1
1955,EAST,0,Carl Braun,NYK,16:00,4,6,,,0,0,,,2,2,,,,2,8,0.667,,
1955,EAST,0,Neil Johnston,PHW,15:00,1,7,,,1,1,,,6,1,,,,0,3,0.143,,1
1955,WEST,1,Andy Phillip,FTW,28:00:00,3,4,,,0,0,,,3,6,,,,3,6,0.75,,
1955,WEST,1,Jim Pollard,MNL,27:00:00,7,19,,,3,3,,,4,0,,,,1,17,0.368,,1
1955,WEST,1,Bobby Wanzer,ROC,26:00:00,3,7,,,2,2,,,3,2,,,,4,8,0.429,,1
1955,WEST,1,Larry Foust,FTW,24:00:00,3,10,,,1,1,,,7,1,,,,1,7,0.3,,1
1955,WEST,1,George Yardley,FTW,22:00,4,11,,,3,4,,,4,2,,,,2,11,0.364,,0.75
1955,WEST,0,Bob Pettit,MLH,27:00:00,3,14,,,2,4,,,9,2,,,,0,8,0.214,,0.5
1955,WEST,0,Vern Mikkelsen,MNL,25:00:00,7,15,,,2,3,,,9,1,,,,5,16,0.467,,0.667
1955,WEST,0,Slater Martin,MNL,23:00,2,5,,,1,2,,,2,5,,,,3,5,0.4,,0.5
1955,WEST,0,Frank Selvy,MLH,19:00,2,7,,,3,4,,,3,1,,,,4,7,0.286,,0.75
1955,WEST,0,Jack Coleman,ROC,19:00,2,8,,,2,3,,,6,1,,,,0,6,0.25,,0.667
1956,WEST,1,Slater Martin,MNL,29:00:00,3,7,,,3,3,,,1,7,,,,5,9,0.429,,1
1956,WEST,1,Mel Hutchins,FTW,27:00:00,5,11,,,1,2,,,4,0,,,,0,11,0.455,,0.5
1956,WEST,1,Bobby Wanzer,ROC,25:00:00,4,8,,,5,6,,,5,2,,,,4,13,0.5,,0.833
1956,WEST,1,Larry Foust,FTW,20:00,3,9,,,3,4,,,4,0,,,,1,9,0.333,,0.75
1956,WEST,1,George Yardley,FTW,19:00,3,7,,,2,3,,,6,1,,,,1,8,0.429,,0.667
1956,WEST,0,Bob Pettit,STL,31:00:00,7,17,,,6,7,,,24,7,,,,4,20,0.412,,0.857
1956,WEST,0,Bob Harrison,STL,25:00:00,2,7,,,1,2,,,0,1,,,,4,5,0.286,,0.5
1956,WEST,0,Vern Mikkelsen,MNL,22:00,5,13,,,6,7,,,9,2,,,,4,16,0.385,,0.857
1956,WEST,0,Clyde Lovellette,MNL,22:00,3,10,,,1,3,,,10,0,,,,4,7,0.3,,0.333
1956,WEST,0,Maurice Stokes,ROC,20:00,4,11,,,2,5,,,16,2,,,,5,10,0.364,,0.4
1956,EAST,1,Dick McGuire,NYK,29:00:00,2,9,,,2,5,,,0,3,,,,1,6,0.222,,0.4
1956,EAST,1,Paul Arizin,PHW,28:00:00,5,13,,,3,5,,,7,1,,,,6,13,0.385,,0.6
1956,EAST,1,Neil Johnston,PHW,25:00:00,5,9,,,7,11,,,10,1,,,,3,17,0.556,,0.636
1956,EAST,1,Dolph Schayes,SYR,25:00:00,4,8,,,6,10,,,4,2,,,,2,14,0.5,,0.6
1956,EAST,1,Bob Cousy,BOS,24:00:00,2,8,,,3,4,,,7,2,,,,6,7,0.25,,0.75
1956,EAST,0,Harry Gallatin,NYK,30:00:00,5,12,,,6,7,,,5,2,,,,4,16,0.417,,0.857
1956,EAST,0,Bill Sharman,BOS,22:00,2,8,,,3,5,,,3,1,,,,2,7,0.25,,0.6
1956,EAST,0,Jack George,PHW,21:00,2,7,,,2,2,,,3,2,,,,1,6,0.286,,1
1956,EAST,0,Ed Macauley,BOS,20:00,1,9,,,2,4,,,2,3,,,,3,4,0.111,,0.5
1956,EAST,0,Red Kerr,SYR,16:00,2,4,,,0,1,,,8,0,,,,2,4,0.5,,0
1957,EAST,1,Bob Cousy,BOS,28:00:00,4,14,,,2,2,,,5,7,,,,0,10,0.286,,1
1957,EAST,1,Paul Arizin,PHW,26:00:00,6,13,,,1,2,,,5,0,,,,2,13,0.462,,0.5
1957,EAST,1,Dolph Schayes,SYR,25:00:00,4,6,,,1,1,,,10,1,,,,1,9,0.667,,1
1957,EAST,1,Harry Gallatin,NYK,24:00:00,4,7,,,0,2,,,11,1,,,,3,8,0.571,,0
1957,EAST,1,Bill Sharman,BOS,23:00,5,17,,,2,2,,,6,5,,,,1,12,0.294,,1
1957,EAST,0,Carl Braun,NYK,24:00:00,4,9,,,2,2,,,3,2,,,,2,10,0.444,,1
1957,EAST,0,Neil Johnston,PHW,23:00,8,12,,,3,3,,,9,1,,,,2,19,0.667,,1
1957,EAST,0,Tom Heinsohn,BOS,23:00,5,17,,,2,2,,,7,0,,,,3,12,0.294,,1
1957,EAST,0,Nat Clifton,NYK,23:00,4,11,,,0,0,,,11,3,,,,1,8,0.364,,
1957,EAST,0,Jack George,PHW,21:00,3,6,,,2,2,,,1,5,,,,1,8,0.5,,1
1957,WEST,1,Bob Pettit,STL,31:00:00,8,18,,,5,6,,,11,2,,,,2,21,0.444,,0.833
1957,WEST,1,Maurice Stokes,ROC,31:00:00,8,19,,,3,3,,,12,7,,,,1,19,0.421,,1
1957,WEST,1,Slater Martin,STL,31:00:00,4,11,,,0,0,,,2,3,,,,1,8,0.364,,
1957,WEST,1,George Yardley,FTW,25:00:00,4,10,,,1,1,,,9,0,,,,2,9,0.4,,1
1957,WEST,1,Dick Garmaker,MNL,18:00,5,10,,,0,0,,,7,1,,,,2,10,0.5,,
1957,WEST,0,Mel Hutchins,FTW,26:00:00,4,12,,,2,3,,,7,0,,,,0,10,0.333,,0.667
1957,WEST,0,Vern Mikkelsen,MNL,21:00,3,10,,,0,4,,,9,1,,,,3,6,0.3,,0
1957,WEST,0,Richie Regan,ROC,21:00,2,7,,,0,0,,,4,1,,,,0,4,0.286,,
1957,WEST,0,Ed Macauley,STL,19:00,3,6,,,1,2,,,5,3,,,,0,7,0.5,,0.5
1957,WEST,0,Jack Twyman,ROC,17:00,1,8,,,1,3,,,0,1,,,,1,3,0.125,,0.333
1958,EAST,1,Dolph Schayes,SYR,39:00:00,6,15,,,6,6,,,9,2,,,,4,18,0.4,,1
1958,EAST,1,Bob Cousy,BOS,31:00:00,8,20,,,4,6,,,5,10,,,,0,20,0.4,,0.667
1958,EAST,1,Bill Russell,BOS,26:00:00,5,12,,,1,3,,,11,2,,,,5,11,0.417,,0.333
1958,EAST,1,Bill Sharman,BOS,25:00:00,6,19,,,3,3,,,4,3,,,,2,15,0.316,,1
1958,EAST,1,Willie Naulls,NYK,15:00,3,9,,,2,2,,,3,0,,,,0,8,0.333,,1
1958,EAST,0,Paul Arizin,PHW,29:00:00,11,17,,,2,2,,,8,2,,,,3,24,0.647,,1
1958,EAST,0,Neil Johnston,PHW,22:00,6,13,,,2,2,,,8,1,,,,5,14,0.462,,1
1958,EAST,0,Richie Guerin,NYK,22:00,2,10,,,3,4,,,8,7,,,,3,7,0.2,,0.75
1958,EAST,0,Larry Costello,SYR,17:00,0,6,,,1,1,,,1,4,,,,2,1,0,,1
1958,EAST,0,Kenny Sears,NYK,14:00,4,8,,,4,5,,,1,0,,,,1,12,0.5,,0.8
1958,WEST,1,Bob Pettit,STL,38:00:00,10,21,,,8,10,,,26,1,,,,1,28,0.476,,0.8
1958,WEST,1,Maurice Stokes,CIN,36:00:00,3,13,,,4,7,,,14,3,,,,2,10,0.231,,0.571
1958,WEST,1,George Yardley,DET,32:00:00,8,15,,,3,5,,,9,1,,,,1,19,0.533,,0.6
1958,WEST,1,Slater Martin,STL,26:00:00,2,9,,,2,4,,,2,8,,,,3,6,0.222,,0.5
1958,WEST,1,Dick Garmaker,MNL,13:00,1,9,,,3,3,,,6,1,,,,4,5,0.111,,1
1958,WEST,0,Dick McGuire,DET,31:00:00,2,4,,,0,0,,,7,10,,,,4,4,0.5,,
1958,WEST,0,Gene Shue,DET,25:00:00,8,11,,,2,3,,,2,0,,,,3,18,0.727,,0.667
1958,WEST,0,Jack Twyman,CIN,25:00:00,8,13,,,2,2,,,3,0,,,,3,18,0.615,,1
1958,WEST,0,Larry Foust,MNL,13:00,1,4,,,8,8,,,3,0,,,,3,10,0.25,,1
1959,WEST,1,Bob Pettit,STL,34:00:00,8,21,,,9,9,,,16,5,,,,1,25,0.381,,1
1959,WEST,1,Elgin Baylor,MNL,32:00:00,10,20,,,4,5,,,11,1,,,,3,24,0.5,,0.8
1959,WEST,1,Gene Shue,DET,31:00:00,6,11,,,1,2,,,4,3,,,,4,13,0.545,,0.5
1959,WEST,1,Cliff Hagan,STL,22:00,6,12,,,3,3,,,8,3,,,,5,15,0.5,,1
1959,WEST,1,Slater Martin,STL,22:00,2,6,,,1,2,,,6,1,,,,2,5,0.333,,0.5
1959,WEST,0,Dick McGuire,DET,24:00:00,2,7,,,1,2,,,3,3,,,,2,5,0.286,,0.5
1959,WEST,0,Jack Twyman,CIN,23:00,8,12,,,2,4,,,8,3,,,,4,18,0.667,,0.5
1959,WEST,0,Dick Garmaker,MNL,19:00,2,6,,,1,1,,,2,1,,,,2,5,0.333,,1
1959,WEST,0,George Yardley,DET,17:00,2,8,,,2,2,,,4,0,,,,3,6,0.25,,1
1959,WEST,0,Larry Foust,MNL,16:00,3,9,,,2,2,,,9,0,,,,3,8,0.333,,1
1959,EAST,1,Bob Cousy,BOS,32:00:00,4,8,,,5,6,,,5,4,,,,0,13,0.5,,0.833
1959,EAST,1,Paul Arizin,PHW,30:00:00,4,15,,,8,9,,,8,0,,,,2,16,0.267,,0.889
1959,EAST,1,Bill Russell,BOS,27:00:00,3,10,,,1,1,,,9,1,,,,4,7,0.3,,1
1959,EAST,1,Kenny Sears,NYK,26:00:00,5,9,,,5,5,,,8,1,,,,4,15,0.556,,1
1959,EAST,1,Bill Sharman,BOS,24:00:00,3,12,,,5,6,,,2,0,,,,1,11,0.25,,0.833
1959,EAST,0,Dolph Schayes,SYR,22:00,3,14,,,7,8,,,13,1,,,,6,13,0.214,,0.875
1959,EAST,0,Richie Guerin,NYK,22:00,1,7,,,3,5,,,3,3,,,,1,5,0.143,,0.6
1959,EAST,0,Red Kerr,SYR,21:00,3,14,,,1,2,,,9,2,,,,0,7,0.214,,0.5
1959,EAST,0,Woody Sauldsberry,PHW,18:00,5,11,,,4,4,,,2,3,,,,2,14,0.455,,1
1959,EAST,0,Larry Costello,SYR,18:00,3,8,,,1,1,,,3,3,,,,1,7,0.375,,1
1960,EAST,1,Wilt Chamberlain,PHW,30:00:00,9,20,,,5,7,,,25,2,,,,1,23,0.45,,0.714
1960,EAST,1,Dolph Schayes,SYR,27:00:00,8,19,,,3,3,,,10,0,,,,3,19,0.421,,1
1960,EAST,1,Bill Russell,BOS,27:00:00,3,7,,,0,2,,,8,3,,,,1,6,0.429,,0
1960,EAST,1,Bob Cousy,BOS,26:00:00,1,7,,,0,0,,,5,8,,,,2,2,0.143,,
1960,EAST,1,Richie Guerin,NYK,22:00,5,11,,,2,2,,,4,4,,,,4,12,0.455,,1
1960,EAST,0,Bill Sharman,BOS,26:00:00,8,21,,,1,1,,,6,2,,,,1,17,0.381,,1
1960,EAST,0,Willie Naulls,NYK,26:00:00,5,19,,,3,4,,,10,0,,,,1,13,0.263,,0.75
1960,EAST,0,Tom Gola,PHW,20:00,5,13,,,2,3,,,4,2,,,,3,12,0.385,,0.667
1960,EAST,0,Larry Costello,SYR,20:00,5,9,,,0,0,,,4,2,,,,1,10,0.556,,
1960,EAST,0,George Yardley,SYR,16:00,5,9,,,1,2,,,3,0,,,,4,11,0.556,,0.5
1960,WEST,1,Gene Shue,DET,34:00:00,6,13,,,1,2,,,6,6,,,,0,13,0.462,,0.5
1960,WEST,1,Jack Twyman,CIN,28:00:00,11,17,,,5,8,,,5,1,,,,4,27,0.647,,0.625
1960,WEST,1,Elgin Baylor,MNL,28:00:00,10,18,,,5,7,,,13,3,,,,4,25,0.556,,0.714
