Year,Team,Starter,Player,Tm,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%
2000,EAST,0,Dale Davis,IND,14:00,2,3,0,0,0,0,3,5,8,1,0,0,0,0,4,0.667,,
2001,EAST,1,Allen Iverson,PHI,3:00,9,21,1,1,6,6,0,2,2,5,4,0,4,0,25,0.429,1,1
2001,EAST,1,Vince Carter,TOR,0:00,7,18,1,4,1,1,1,2,3,4,1,1,3,1,16,0.389,0.25,1
2001,EAST,1,Tracy McGrady,ORL,21:00,1,4,0,1,0,0,1,0,1,0,2,1,4,0,2,0.25,0,
2001,EAST,1,Antonio Davis,TOR,20:00,4,11,0,0,0,0,7,2,9,0,1,1,0,0,8,0.364,,
2001,EAST,1,Anthony Mason,MIA,20:00,0,3,0,0,0,0,2,2,4,1,1,0,2,2,0,0,,
2001,EAST,0,Dikembe Mutombo,ATL,4:00,2,2,0,0,2,2,3,19,22,0,2,3,2,5,6,1,,1
2001,EAST,0,Ray Allen,MIL,19:00,7,15,1,7,0,0,1,2,3,2,1,1,1,0,15,0.467,0.143,
2001,EAST,0,Stephon Marbury,NJN,18:00,5,9,2,3,0,2,0,0,0,4,0,0,3,2,12,0.556,0.667,0
2001,EAST,0,Glenn Robinson,MIL,18:00,4,7,0,0,0,0,1,3,4,1,1,1,0,0,8,0.571,,
2001,EAST,0,Latrell Sprewell,NYK,15:00,3,6,0,1,1,3,1,0,1,4,0,0,1,1,7,0.5,0,0.333
2001,EAST,0,Jerry Stackhouse,DET,15:00,3,8,1,1,0,2,2,0,2,2,0,0,0,1,7,0.375,1,0
2001,EAST,0,Allan Houston,NYK,15:00,2,5,1,2,0,0,0,3,3,3,0,0,1,0,5,0.4,0.5,
2001,WEST,1,Kobe Bryant,LAL,6:00,9,17,1,2,0,0,2,2,4,7,1,0,3,3,19,0.529,0.5,
2001,WEST,1,Jason Kidd,PHO,6:00,4,6,3,4,0,0,0,4,4,2,5,0,5,3,11,0.667,0.75,
2001,WEST,1,Chris Webber,SAC,5:00,6,14,0,1,2,4,4,5,9,3,1,0,1,2,14,0.429,0,0.5
2001,WEST,1,Tim Duncan,SAS,4:00,5,11,0,0,4,4,4,10,14,1,2,1,2,1,14,0.455,,1
2001,WEST,1,Kevin Garnett,MIN,3:00,7,12,0,0,0,0,1,3,4,4,1,3,2,0,14,0.583,,
2001,WEST,0,Rasheed Wallace,POR,21:00,1,7,0,1,0,0,1,3,4,2,1,0,2,0,2,0.143,0,
2001,WEST,0,Michael Finley,DAL,19:00,5,15,0,2,2,2,2,1,3,5,0,0,1,0,12,0.333,0,1
2001,WEST,0,Gary Payton,SEA,18:00,0,5,0,0,0,0,2,2,4,5,2,0,1,2,0,0,,
2001,WEST,0,Antonio McDyess,DEN,15:00,4,9,0,0,0,0,3,5,8,2,1,0,0,2,8,0.444,,
2001,WEST,0,David Robinson,SAS,10:00,3,5,0,0,2,4,2,2,4,0,0,0,1,3,8,0.6,,0.5
2001,WEST,0,Vlade Divac,SAC,9:00,4,6,0,1,0,0,1,2,3,1,2,0,1,0,8,0.667,0,
2001,WEST,0,Karl Malone,UTA,4:00,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,
2002,WEST,1,Kobe Bryant,LAL,6:00,12,25,0,4,7,7,2,3,5,5,1,0,0,2,31,0.48,0,1
2002,WEST,1,Tim Duncan,SAS,5:00,7,11,0,0,0,0,3,11,14,2,0,2,3,1,14,0.636,,
2002,WEST,1,Kevin Garnett,MIN,0:00,7,15,0,1,0,0,6,6,12,2,2,0,0,1,14,0.467,0,
2002,WEST,1,Chris Webber,SAC,20:00,3,7,1,2,1,4,3,0,3,4,1,0,2,2,8,0.429,0.5,0.25
2002,WEST,1,Steve Francis,HOU,18:00,1,8,0,1,1,2,1,1,2,3,2,0,2,1,3,0.125,0,0.5
2002,WEST,0,Dirk Nowitzki,DAL,0:00,5,11,1,4,1,1,2,6,8,3,0,0,2,1,12,0.455,0.25,1
2002,WEST,0,Steve Nash,DAL,0:00,3,9,2,4,0,0,2,1,3,9,1,0,0,1,8,0.333,0.5,
2002,WEST,0,Gary Payton,SEA,22:00,7,13,4,6,0,0,0,1,1,6,3,0,3,1,18,0.538,0.667,
2002,WEST,0,Elton Brand,LAC,19:00,3,5,0,0,0,0,5,5,10,1,0,1,2,2,6,0.6,,
2002,WEST,0,Peja StojakoviÄ,SAC,18:00,4,10,3,5,0,0,2,0,2,1,0,0,0,0,11,0.4,0.6,
2002,WEST,0,Wally Szczerbiak,MIN,12:00,4,6,2,3,0,0,1,2,3,3,1,0,0,0,10,0.667,0.667,
2002,WEST,0,Allen Iverson,PHI,1:00,2,9,0,0,1,2,1,3,4,3,0,0,2,0,5,0.222,,0.5
2002,EAST,1,Michael Jordan,WAS,22:00,4,13,0,0,0,0,0,4,4,3,2,0,1,1,8,0.308,,
2002,EAST,1,Dikembe Mutombo,PHI,21:00,3,5,0,0,2,2,6,4,10,0,0,1,2,0,8,0.6,,1
2002,EAST,1,Jason Kidd,NJN,18:00,1,2,0,1,0,0,0,1,1,3,1,0,1,0,2,0.5,0,
2002,EAST,1,Antoine Walker,BOS,16:00,3,8,2,4,0,0,0,2,2,1,1,0,2,1,8,0.375,0.5,
2002,EAST,1,Ray Allen,MIL,1:00,6,17,3,10,0,0,1,2,3,5,3,0,1,3,15,0.353,0.3,
2002,EAST,0,Tracy McGrady,ORL,23:00,9,15,2,4,4,4,2,1,3,4,3,0,1,1,24,0.6,0.5,1
2002,EAST,0,Paul Pierce,BOS,23:00,9,18,1,6,0,0,3,4,7,3,1,0,0,1,19,0.5,0.167,
2002,EAST,0,Shareef Abdur-Rahim,ATL,21:00,4,4,1,1,0,0,1,5,6,0,0,0,0,2,9,1,1,
2002,EAST,0,Jermaine O'Neal,IND,17:00,2,5,0,0,3,4,0,7,7,0,0,0,1,1,7,0.4,,0.75
2002,EAST,0,Alonzo Mourning,MIA,16:00,6,7,0,0,1,1,1,2,3,2,0,2,1,1,13,0.857,,1
2002,EAST,0,Baron Davis,CHH,13:00,1,5,0,3,0,0,0,1,1,5,0,0,3,1,2,0.2,0,
2003,WEST,1,Kevin Garnett,MIN,17:00,17,24,0,0,3,3,1,8,9,3,5,1,4,3,37,0.708,,1
2003,WEST,1,Tim Duncan,SAS,16:00,8,18,0,0,3,3,5,10,15,4,1,0,3,2,19,0.444,,1
2003,WEST,1,Kobe Bryant,LAL,12:00,8,17,3,5,3,6,2,5,7,6,3,2,5,5,22,0.471,0.6,0.5
2003,WEST,1,Steve Francis,HOU,8:00,9,12,2,3,0,0,1,1,2,9,0,0,3,1,20,0.75,0.667,
2003,WEST,1,Yao Ming,HOU,17:00,1,1,0,0,0,0,0,2,2,0,0,0,0,1,2,1,,
2003,WEST,0,Shaquille O'Neal,LAL,2:00,8,14,0,0,3,5,3,10,13,1,2,1,3,3,19,0.571,,0.6
2003,WEST,0,Shawn Marion,PHO,23:00,4,9,0,1,0,0,5,2,7,4,3,1,0,1,8,0.444,0,
2003,WEST,0,Dirk Nowitzki,DAL,16:00,4,8,1,4,0,0,0,1,1,1,0,0,2,1,9,0.5,0.25,
2003,WEST,0,Steve Nash,DAL,16:00,1,3,0,2,0,1,2,3,5,3,1,0,4,1,2,0.333,0,0
2003,WEST,0,Gary Payton,SEA,15:00,4,6,0,1,0,0,1,0,1,2,0,0,3,3,8,0.667,0,
2003,WEST,0,Stephon Marbury,PHO,15:00,1,3,0,2,2,2,0,1,1,6,0,0,2,0,4,0.333,0,1
2003,WEST,0,Peja StojakoviÄ,SAC,13:00,2,7,1,4,0,0,0,3,3,1,1,0,1,0,5,0.286,0.25,
2003,EAST,1,Allen Iverson,PHI,17:00,13,23,1,3,8,9,3,2,5,7,5,0,6,2,35,0.565,0.333,0.889
2003,EAST,1,Tracy McGrady,ORL,12:00,10,17,4,7,5,6,1,4,5,2,0,0,1,3,29,0.588,0.571,0.833
2003,EAST,1,Michael Jordan,WAS,12:00,9,27,0,2,2,2,2,3,5,2,2,0,2,3,20,0.333,0,1
2003,EAST,1,Jermaine O'Neal,IND,9:00,3,10,0,0,4,6,4,6,10,0,2,4,2,2,10,0.3,,0.667
2003,EAST,1,Ben Wallace,DET,0:00,1,2,0,0,0,2,4,2,6,0,2,2,2,1,2,0.5,,0
2003,EAST,0,Jason Kidd,NJN,9:00,4,9,1,4,2,2,1,4,5,10,5,0,2,0,11,0.444,0.25,1
2003,EAST,0,Vince Carter,TOR,1:00,4,9,1,1,0,0,1,0,1,2,0,0,1,1,9,0.444,1,
2003,EAST,0,Paul Pierce,BOS,18:00,4,11,0,5,0,0,0,2,2,3,4,0,2,1,8,0.364,0,
2003,EAST,0,Brad Miller,IND,17:00,2,4,0,0,1,2,3,3,6,3,0,0,2,2,5,0.5,,0.5
2003,EAST,0,Jamal Mashburn,NOH,14:00,4,7,2,2,0,0,0,4,4,2,2,0,0,0,10,0.571,1,
2003,EAST,0,Antoine Walker,BOS,9:00,2,4,1,3,1,2,0,1,1,0,0,0,1,0,6,0.5,0.333,0.5
2003,EAST,0,Zydrunas Ilgauskas,CLE,4:00,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,
2004,WEST,1,Kobe Bryant,LAL,11:21,9,12,2,3,0,1,1,3,4,4,5,1,6,3,20,0.75,0.667,0
2004,WEST,1,Kevin Garnett,MIN,4:52,6,14,0,1,0,0,3,4,7,6,2,1,1,0,12,0.429,0,
2004,WEST,1,Tim Duncan,SAS,2:02,6,11,0,0,2,4,2,11,13,5,1,0,2,2,14,0.545,,0.5
2004,WEST,1,Steve Francis,HOU,23:06,6,9,1,2,0,0,1,3,4,4,0,0,1,1,13,0.667,0.5,
2004,WEST,1,Yao Ming,HOU,18:39,8,14,0,2,0,0,2,2,4,1,0,0,0,2,16,0.571,0,
2004,WEST,0,Ray Allen,SEA,23:44,6,13,1,4,3,4,2,1,3,4,1,0,3,2,16,0.462,0.25,0.75
2004,WEST,0,Shaquille O'Neal,LAL,23:31,12,19,0,0,0,1,5,6,11,1,2,2,4,3,24,0.632,,0
2004,WEST,0,Sam Cassell,MIN,13:49,2,3,0,0,0,0,0,1,1,7,1,0,1,0,4,0.667,,
2004,WEST,0,Peja StojakoviÄ,SAC,13:24,2,5,1,4,0,0,0,1,1,1,0,0,2,0,5,0.4,0.25,
2004,WEST,0,Dirk Nowitzki,DAL,13:24,1,3,0,1,0,0,0,0,0,1,2,0,2,0,2,0.333,0,
2004,WEST,0,Andrei Kirilenko,UTA,10:30,1,3,0,1,0,0,0,1,1,1,0,1,0,0,2,0.333,0,
2004,WEST,0,Brad Miller,SAC,9:38,4,5,0,0,0,0,1,1,2,0,0,0,2,0,8,0.8,,
2004,EAST,1,Jermaine O'Neal,IND,3:42,7,13,0,0,2,4,2,7,9,2,1,0,2,0,16,0.538,,0.5
2004,EAST,1,Allen Iverson,PHI,23:12,1,6,0,0,1,4,0,1,1,11,0,0,4,3,3,0.167,,0.25
2004,EAST,1,Ben Wallace,DET,22:15,2,5,0,1,0,0,2,5,7,0,3,1,0,0,4,0.4,0,
2004,EAST,1,Tracy McGrady,ORL,21:54,5,11,1,6,2,4,1,3,4,3,0,0,1,0,13,0.455,0.167,0.5
2004,EAST,1,Vince Carter,TOR,15:50,5,7,1,3,0,0,1,1,2,0,2,0,2,1,11,0.714,0.333,
2004,EAST,0,Kenyon Martin,NJN,0:05,8,10,0,0,1,2,4,3,7,3,0,0,3,1,17,0.8,,0.5
2004,EAST,0,Jason Kidd,NJN,21:56,4,6,3,4,3,4,0,3,3,10,2,0,3,1,14,0.667,0.75,0.75
2004,EAST,0,Jamaal Magloire,NOH,21:44,9,16,0,0,1,2,3,5,8,0,1,1,1,2,19,0.563,,0.5
2004,EAST,0,Metta World Peace,IND,16:59,3,5,0,1,1,2,1,2,3,3,1,0,1,2,7,0.6,0,0.5
2004,EAST,0,Baron Davis,NOH,15:35,3,9,1,6,0,0,0,0,0,7,1,0,1,0,7,0.333,0.167,
2004,EAST,0,Michael Redd,MIL,14:48,5,12,3,6,0,0,2,1,3,2,3,0,1,0,13,0.417,0.5,
2004,EAST,0,Paul Pierce,BOS,14:00,4,8,0,1,0,0,0,1,1,2,1,0,1,2,8,0.5,0,
2005,EAST,1,Allen Iverson,PHI,7:50,4,14,0,0,7,7,0,4,4,10,5,0,7,0,15,0.286,,1
2005,EAST,1,LeBron James,CLE,7:25,6,13,1,4,0,1,1,7,8,6,2,0,3,0,13,0.462,0.25,0
2005,EAST,1,Shaquille O'Neal,MIA,1:58,6,11,0,1,0,3,0,6,6,1,3,3,0,2,12,0.545,0,0
2005,EAST,1,Vince Carter,NJN,17:41,4,8,3,5,0,0,0,3,3,1,0,0,2,0,11,0.5,0.6,
2005,EAST,1,Grant Hill,ORL,17:25,3,6,0,0,0,0,2,2,4,2,1,0,1,1,6,0.5,,
2005,EAST,0,Dwyane Wade,MIA,23:28,6,13,0,1,2,2,2,1,3,1,2,1,1,2,14,0.462,0,1
2005,EAST,0,Jermaine O'Neal,IND,19:30,6,10,0,0,3,4,1,4,5,2,1,1,1,1,15,0.6,,0.75
2005,EAST,0,Zydrunas Ilgauskas,CLE,16:38,5,8,0,0,2,2,3,4,7,1,0,2,1,2,12,0.625,,1
2005,EAST,0,Paul Pierce,BOS,14:39,4,7,0,2,1,1,0,3,3,3,2,0,0,2,9,0.571,0,1
2005,EAST,0,Gilbert Arenas,WAS,14:20,3,11,1,3,0,0,1,1,2,3,0,0,0,1,7,0.273,0.333,
2005,EAST,0,Ben Wallace,DET,14:00,3,7,0,0,0,0,4,3,7,0,0,0,2,2,6,0.429,,
2005,EAST,0,Antawn Jamison,WAS,12:56,2,5,1,1,0,0,1,3,4,1,0,0,0,0,5,0.4,1,
2005,WEST,1,Kobe Bryant,LAL,5:21,7,14,2,5,0,0,3,3,6,7,3,1,4,5,16,0.5,0.4,
2005,WEST,1,Tracy McGrady,HOU,23:53,4,13,0,4,0,0,1,4,5,5,3,2,3,1,8,0.308,0,
2005,WEST,1,Yao Ming,HOU,21:17,5,9,0,0,1,2,3,5,8,5,0,1,1,1,11,0.556,,0.5
2005,WEST,1,Tim Duncan,SAS,16:28,7,10,1,1,0,1,2,7,9,2,0,0,2,0,15,0.7,1,0
2005,WEST,1,Kevin Garnett,MIN,16:21,5,8,0,0,0,1,0,3,3,2,0,0,2,2,10,0.625,,0
2005,WEST,0,Ray Allen,SEA,22:22,6,16,5,11,0,0,0,4,4,1,0,0,1,2,17,0.375,0.455,
2005,WEST,0,Manu Ginóbili,SAS,21:33,3,6,0,2,2,2,2,1,3,1,1,1,3,3,8,0.5,0,1
2005,WEST,0,Dirk Nowitzki,DAL,21:03,4,10,1,3,1,2,3,5,8,2,4,4,3,1,10,0.4,0.333,0.5
2005,WEST,0,Amar'e Stoudemire,PHO,19:52,3,11,0,0,0,2,4,5,9,2,1,0,1,2,6,0.273,,0
2005,WEST,0,Steve Nash,PHO,17:48,1,2,0,1,0,0,0,0,0,6,0,0,3,0,2,0.5,0,
2005,WEST,0,Shawn Marion,PHO,15:54,5,7,0,0,0,1,3,0,3,4,0,0,1,0,10,0.714,,0
2005,WEST,0,Rashard Lewis,SEA,14:08,1,7,0,2,0,0,1,3,4,1,1,0,1,2,2,0.143,0,
2006,EAST,1,Dwyane Wade,MIA,6:39,9,11,0,0,2,2,3,1,4,3,2,1,3,1,20,0.818,,1
2006,EAST,1,LeBron James,CLE,6:34,12,21,4,10,1,5,2,4,6,2,2,0,1,2,29,0.571,0.4,0.2
2006,EAST,1,Allen Iverson,PHI,2:14,5,14,0,0,2,4,0,2,2,2,0,0,3,0,12,0.357,,0.5
2006,EAST,1,Shaquille O'Neal,MIA,22:34,7,9,0,0,3,5,3,6,9,4,1,0,2,5,17,0.778,,0.6
2006,EAST,1,Vince Carter,NJN,17:40,2,5,0,0,1,2,1,3,4,2,1,0,2,3,5,0.4,,0.5
2006,EAST,0,Ben Wallace,DET,0:18,0,1,0,0,0,2,0,8,8,2,3,2,0,3,0,0,,0
2006,EAST,0,Rasheed Wallace,DET,17:19,1,6,0,4,0,0,0,2,2,0,1,0,0,1,2,0.167,0,
2006,EAST,0,Chris Bosh,TOR,16:35,3,7,0,0,2,3,2,6,8,2,0,0,1,1,8,0.429,,0.667
2006,EAST,0,Chauncey Billups,DET,15:48,6,10,2,5,1,1,0,4,4,7,0,0,2,1,15,0.6,0.4,1
2006,EAST,0,Paul Pierce,BOS,15:00,3,6,0,0,1,2,0,2,2,1,1,0,0,0,7,0.5,,0.5
2006,EAST,0,Richard Hamilton,DET,13:28,3,7,0,0,0,0,0,0,0,1,0,0,1,1,6,0.429,,
2006,EAST,0,Gilbert Arenas,WAS,9:51,0,4,0,2,1,2,0,0,0,1,1,0,1,1,1,0,0,0.5
2006,WEST,1,Steve Nash,PHO,3:34,1,2,0,0,0,0,1,4,5,6,1,0,2,2,2,0.5,,
2006,WEST,1,Tracy McGrady,HOU,2:40,15,26,4,10,2,7,0,0,0,2,1,0,1,1,36,0.577,0.4,0.286
2006,WEST,1,Kobe Bryant,LAL,2:15,4,11,0,5,0,0,0,7,7,8,3,0,3,5,8,0.364,0,
2006,WEST,1,Tim Duncan,SAS,20:55,6,7,0,0,3,3,6,4,10,1,1,1,5,2,15,0.857,,1
2006,WEST,1,Yao Ming,HOU,19:14,2,5,0,0,1,2,0,2,2,1,1,0,0,2,5,0.4,,0.5
2006,WEST,0,Tony Parker,SAS,20:26,3,8,0,1,2,2,0,0,0,4,0,0,5,1,8,0.375,0,1
2006,WEST,0,Ray Allen,SEA,18:00,4,13,0,7,0,0,0,2,2,1,0,0,1,2,8,0.308,0,
2006,WEST,0,Shawn Marion,PHO,17:15,5,9,0,0,4,7,4,4,8,0,1,1,0,1,14,0.556,,0.571
2006,WEST,0,Elton Brand,LAC,16:41,6,11,0,0,0,0,3,4,7,0,1,0,3,2,12,0.545,,
2006,WEST,0,Kevin Garnett,MIN,16:24,1,9,0,0,0,0,2,7,9,4,1,0,2,1,2,0.111,,
2006,WEST,0,Dirk Nowitzki,DAL,16:23,4,8,0,3,2,3,3,3,6,0,0,0,0,2,10,0.5,0,0.667
2006,WEST,0,Pau Gasol,MEM,14:13,0,3,0,0,0,0,6,6,12,1,0,0,1,1,0,0,,
2007,WEST,1,Kobe Bryant,LAL,4:09,13,24,3,9,2,2,1,4,5,6,6,0,4,1,31,0.542,0.333,1
2007,WEST,1,Tracy McGrady,HOU,18:26,3,8,2,5,0,0,1,2,3,11,2,0,3,0,8,0.375,0.4,
2007,WEST,1,Dirk Nowitzki,DAL,16:05,4,9,1,2,0,0,2,3,5,2,0,0,0,0,9,0.444,0.5,
2007,WEST,1,Tim Duncan,SAS,14:38,2,3,0,0,0,0,0,5,5,4,1,1,0,1,4,0.667,,
2007,WEST,1,Kevin Garnett,MIN,14:11,3,8,0,0,1,2,4,2,6,4,2,1,1,0,7,0.375,,0.5
2007,WEST,0,Carmelo Anthony,DEN,1:10,10,15,0,0,0,0,3,6,9,1,1,0,0,2,20,0.667,,
2007,WEST,0,Tony Parker,SAS,23:44,4,7,0,0,0,0,0,2,2,10,1,0,4,0,8,0.571,,
2007,WEST,0,Shawn Marion,PHO,21:54,9,15,0,1,0,0,5,3,8,4,2,0,2,0,18,0.6,0,
2007,WEST,0,Ray Allen,SEA,21:22,4,10,4,7,0,0,0,1,1,3,1,0,1,0,12,0.4,0.571,
2007,WEST,0,Amar'e Stoudemire,PHO,21:21,14,22,0,1,1,1,6,3,9,3,1,2,1,5,29,0.636,0,1
2007,WEST,0,Josh Howard,DAL,20:17,1,3,0,1,1,2,1,3,4,3,0,0,1,1,3,0.333,0,0.5
2007,WEST,0,Mehmet Okur,UTA,14:43,2,2,0,0,0,2,0,2,2,1,0,0,0,0,4,1,,0
2007,EAST,1,LeBron James,CLE,8:16,11,20,4,8,2,2,0,6,6,6,1,0,4,0,28,0.55,0.5,1
2007,EAST,1,Dwyane Wade,MIA,0:22,5,12,0,0,0,0,0,0,0,3,6,0,5,2,10,0.417,,
2007,EAST,1,Chris Bosh,TOR,22:29,5,7,0,0,1,2,3,4,7,1,0,0,0,0,11,0.714,,0.5
2007,EAST,1,Gilbert Arenas,WAS,19:48,3,8,2,7,0,0,0,1,1,4,2,0,1,0,8,0.375,0.286,
2007,EAST,1,Shaquille O'Neal,MIA,17:15,5,13,0,0,0,0,4,2,6,1,0,1,1,1,10,0.385,,
2007,EAST,0,Jermaine O'Neal,IND,22:36,4,8,0,0,0,0,3,4,7,1,0,2,1,1,8,0.5,,
2007,EAST,0,Dwight Howard,ORL,20:39,10,14,0,0,0,5,7,5,12,1,0,1,3,0,20,0.714,,0
2007,EAST,0,Joe Johnson,ATL,17:33,5,9,2,5,0,0,0,1,1,2,1,0,1,1,12,0.556,0.4,
2007,EAST,0,Chauncey Billups,DET,16:12,3,8,0,3,2,2,1,3,4,6,0,0,0,0,8,0.375,0,1
2007,EAST,0,Vince Carter,NJN,16:12,3,7,0,1,1,2,0,1,1,2,0,0,1,1,7,0.429,0,0.5
2007,EAST,0,Caron Butler,WAS,15:38,1,7,0,0,0,0,3,1,4,1,0,0,1,0,2,0.143,,
2007,EAST,0,Richard Hamilton,DET,15:00,4,8,0,1,0,0,2,4,6,1,0,0,2,1,8,0.5,0,
2008,EAST,1,Dwight Howard,ORL,6:33,7,7,0,0,2,3,5,4,9,3,3,1,1,4,16,1,,0.667
2008,EAST,1,LeBron James,CLE,6:15,12,22,2,7,1,1,1,7,8,9,2,2,4,3,27,0.545,0.286,1
2008,EAST,1,Jason Kidd,NJN,1:05,1,2,0,1,0,0,0,4,4,10,4,0,1,0,2,0.5,0,
2008,EAST,1,Dwyane Wade,MIA,21:48,7,12,0,1,0,2,1,3,4,3,0,1,2,1,14,0.583,0,0
2008,EAST,1,Chris Bosh,TOR,21:32,7,15,0,0,0,2,2,5,7,1,0,0,1,1,14,0.467,,0
2008,EAST,0,Ray Allen,BOS,18:54,10,14,5,9,3,5,0,2,2,1,2,0,0,0,28,0.714,0.556,0.6
2008,EAST,0,Chauncey Billups,DET,18:07,3,10,0,6,0,1,1,0,1,4,0,0,1,1,6,0.3,0,0
2008,EAST,0,Richard Hamilton,DET,18:00,4,9,1,1,0,0,0,0,0,2,0,0,0,0,9,0.444,1,
2008,EAST,0,Rasheed Wallace,DET,17:37,1,5,1,5,0,0,2,3,5,0,1,2,1,2,3,0.2,0.2,
2008,EAST,0,Joe Johnson,ATL,13:20,1,2,1,1,0,0,0,0,0,2,1,0,1,1,3,0.5,1,
2008,EAST,0,Paul Pierce,BOS,12:37,5,9,0,3,0,0,0,4,4,2,0,0,2,0,10,0.556,0,
2008,EAST,0,Antawn Jamison,WAS,12:12,1,3,0,2,0,0,0,1,1,0,0,1,2,0,2,0.333,0,
2008,WEST,1,Tim Duncan,SAS,22:23,2,7,0,1,0,0,4,5,9,1,1,1,4,1,4,0.286,0,
2008,WEST,1,Carmelo Anthony,DEN,21:38,8,17,0,0,2,3,5,2,7,1,0,0,2,0,18,0.471,,0.667
2008,WEST,1,Allen Iverson,DEN,20:44,3,7,0,0,1,2,1,1,2,6,4,1,6,0,7,0.429,,0.5
2008,WEST,1,Yao Ming,HOU,13:17,2,5,0,2,2,2,1,4,5,1,0,0,1,0,6,0.4,0,1
2008,WEST,1,Kobe Bryant,LAL,2:52,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,
2008,WEST,0,Brandon Roy,POR,4:34,8,10,2,3,0,0,1,8,9,5,1,1,0,2,18,0.8,0.667,
2008,WEST,0,Chris Paul,NOH,3:16,7,14,2,6,0,0,2,1,3,14,4,0,2,5,16,0.5,0.333,
2008,WEST,0,Dirk Nowitzki,DAL,1:41,5,14,1,4,2,2,1,3,4,2,0,0,2,0,13,0.357,0.25,1
2008,WEST,0,Amar'e Stoudemire,PHO,23:07,8,11,1,2,1,3,0,5,5,0,1,1,1,2,18,0.727,0.5,0.333
2008,WEST,0,Steve Nash,PHO,19:42,4,8,0,1,0,0,0,0,0,6,0,1,1,3,8,0.5,0,
2008,WEST,0,Carlos Boozer,UTA,18:30,7,15,0,0,0,2,4,6,10,0,0,0,1,0,14,0.467,,0
2008,WEST,0,David West,NOH,16:16,3,6,0,0,0,0,2,2,4,1,0,0,1,1,6,0.5,,
2009,WEST,1,Kobe Bryant,LAL,5:14,12,23,3,8,0,0,1,3,4,4,4,0,1,0,27,0.522,0.375,
2009,WEST,1,Chris Paul,NOH,5:14,7,14,0,1,0,0,1,6,7,14,3,0,1,4,14,0.5,0,
2009,WEST,1,Amar'e Stoudemire,PHO,0:36,7,10,0,0,5,6,3,3,6,0,0,0,2,1,19,0.7,,0.833
2009,WEST,1,Tim Duncan,SAS,18:01,3,5,0,0,0,0,0,3,3,2,1,1,2,1,6,0.6,,
2009,WEST,1,Yao Ming,HOU,12:23,1,4,0,0,0,0,0,3,3,0,0,1,1,2,2,0.25,,
2009,WEST,0,Brandon Roy,POR,7:10,7,8,0,0,0,0,0,5,5,5,0,0,0,2,14,0.875,,
2009,WEST,0,Tony Parker,SAS,20:08,7,11,0,2,0,0,0,4,4,4,2,0,2,0,14,0.636,0,
2009,WEST,0,Chauncey Billups,DEN,19:09,2,5,1,3,0,0,0,2,2,3,1,0,3,2,5,0.4,0.333,
2009,WEST,0,Pau Gasol,LAL,16:55,5,7,0,0,4,4,2,6,8,1,1,1,0,2,14,0.714,,1
2009,WEST,0,David West,NOH,14:09,3,5,0,0,0,0,1,2,3,0,1,0,0,2,6,0.6,,
2009,WEST,0,Dirk Nowitzki,DAL,14:05,3,5,0,0,2,2,0,1,1,1,0,0,0,0,8,0.6,,1
2009,WEST,0,Shaquille O'Neal,PHO,10:56,8,9,0,0,1,4,4,1,5,3,0,1,2,1,17,0.889,,0.25
2009,EAST,1,Dwight Howard,ORL,3:30,5,11,0,2,3,5,3,6,9,0,1,3,1,3,13,0.455,0,0.6
2009,EAST,1,LeBron James,CLE,2:50,8,19,2,5,2,2,0,5,5,3,0,0,3,0,20,0.421,0.4,1
2009,EAST,1,Dwyane Wade,MIA,2:39,6,13,2,6,4,7,2,0,2,5,3,0,0,2,18,0.462,0.333,0.571
2009,EAST,1,Kevin Garnett,BOS,18:52,5,5,0,0,2,2,2,2,4,2,0,0,2,0,12,1,,1
2009,EAST,1,Allen Iverson,DET,15:39,1,4,0,0,0,0,0,1,1,3,1,0,1,1,2,0.25,,
2009,EAST,0,Joe Johnson,ATL,21:38,0,4,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,
2009,EAST,0,Rashard Lewis,ORL,20:30,3,6,1,4,1,2,1,5,6,0,0,0,1,3,8,0.5,0.25,0.5
2009,EAST,0,Paul Pierce,BOS,19:39,6,11,1,5,5,6,1,3,4,2,2,0,1,3,18,0.545,0.2,0.833
2009,EAST,0,Ray Allen,BOS,18:12,4,10,0,3,0,0,1,2,3,1,0,0,1,0,8,0.4,0,
2009,EAST,0,Devin Harris,NJN,17:06,3,6,0,1,0,0,1,0,1,0,0,0,0,0,6,0.5,0,
2009,EAST,0,Mo Williams,CLE,16:42,5,10,2,5,0,0,1,1,2,5,0,0,2,0,12,0.5,0.4,
2009,EAST,0,Danny Granger,IND,10:43,1,1,0,0,0,0,1,0,1,0,2,0,1,0,2,1,,
2010,EAST,1,LeBron James,CLE,8:28,10,22,1,6,4,4,1,4,5,6,4,0,2,1,25,0.455,0.167,1
2010,EAST,1,Dwyane Wade,MIA,7:20,12,16,0,1,4,6,3,3,6,11,5,0,3,4,28,0.75,0,0.667
2010,EAST,1,Dwight Howard,ORL,3:24,7,10,1,2,2,3,0,5,5,1,0,3,1,4,17,0.7,0.5,0.667
